meter_id,meter,model,context_rows,regime_id,regime,normal_count,baseline_false_positive_count,f1_false_positive_count,threshold
2,Steam,tabpfn,10000,7,≥300k,0,0,0,0.9106889963150024
2,Steam,tabpfn,20000,0,0–1,113715,44269,16327,0.9131615161895752
2,Steam,tabpfn,20000,1,1–10,28581,1059,40,0.9131615161895752
2,Steam,tabpfn,20000,2,10–100,260925,1284,3,0.9131615161895752
2,Steam,tabpfn,20000,3,100–1k,583601,4809,880,0.9131615161895752
2,Steam,tabpfn,20000,4,1k–10k,291800,659,40,0.9131615161895752
2,Steam,tabpfn,20000,5,10k–100k,22637,13,0,0.9131615161895752
2,Steam,tabpfn,20000,6,100k–300k,462,1,0,0.9131615161895752
2,Steam,tabpfn,20000,7,≥300k,0,0,0,0.9131615161895752
2,Steam,tabpfn,50000,0,0–1,113715,33068,11331,0.8948761224746704
2,Steam,tabpfn,50000,1,1–10,28581,1058,43,0.8948761224746704
2,Steam,tabpfn,50000,2,10–100,260925,1605,46,0.8948761224746704
2,Steam,tabpfn,50000,3,100–1k,583601,4382,1073,0.8948761224746704
2,Steam,tabpfn,50000,4,1k–10k,291800,528,55,0.8948761224746704
2,Steam,tabpfn,50000,5,10k–100k,22637,20,0,0.8948761224746704
2,Steam,tabpfn,50000,6,100k–300k,462,1,0,0.8948761224746704
2,Steam,tabpfn,50000,7,≥300k,0,0,0,0.8948761224746704
2,Steam,tabpfn,100000,0,0–1,113715,26410,12106,0.84783935546875
2,Steam,tabpfn,100000,1,1–10,28581,783,52,0.84783935546875
2,Steam,tabpfn,100000,2,10–100,260925,1009,88,0.84783935546875
2,Steam,tabpfn,100000,3,100–1k,583601,2919,951,0.84783935546875
2,Steam,tabpfn,100000,4,1k–10k,291800,371,65,0.84783935546875
2,Steam,tabpfn,100000,5,10k–100k,22637,32,1,0.84783935546875
2,Steam,tabpfn,100000,6,100k–300k,462,1,0,0.84783935546875
2,Steam,tabpfn,100000,7,≥300k,0,0,0,0.84783935546875
2,Steam,trees,5000,0,0–1,113715,51730,18963,0.9398916959762573
2,Steam,trees,5000,1,1–10,28581,1536,122,0.9398916959762573
2,Steam,trees,5000,2,10–100,260925,3665,224,0.9398916959762573
2,Steam,trees,5000,3,100–1k,583601,4143,1020,0.9398916959762573
2,Steam,trees,5000,4,1k–10k,291800,445,23,0.9398916959762573
2,Steam,trees,5000,5,10k–100k,22637,0,0,0.9398916959762573
2,Steam,trees,5000,6,100k–300k,462,0,0,0.9398916959762573
2,Steam,trees,5000,7,≥300k,0,0,0,0.9398916959762573
2,Steam,trees,10000,0,0–1,113715,42835,19815,0.9024956226348877
2,Steam,trees,10000,1,1–10,28581,1253,134,0.9024956226348877
2,Steam,trees,10000,2,10–100,260925,3227,290,0.9024956226348877
2,Steam,trees,10000,3,100–1k,583601,4065,917,0.9024956226348877
2,Steam,trees,10000,4,1k–10k,291800,544,49,0.9024956226348877
2,Steam,trees,10000,5,10k–100k,22637,3,0,0.9024956226348877
2,Steam,trees,10000,6,100k–300k,462,0,0,0.9024956226348877
2,Steam,trees,10000,7,≥300k,0,0,0,0.9024956226348877
2,Steam,trees,20000,0,0–1,113715,37398,21429,0.8634533882141113
2,Steam,trees,20000,1,1–10,28581,1419,159,0.8634533882141113
2,Steam,trees,20000,2,10–100,260925,3788,630,0.8634533882141113
2,Steam,trees,20000,3,100–1k,583601,3685,1251,0.8634533882141113
2,Steam,trees,20000,4,1k–10k,291800,598,234,0.8634533882141113
2,Steam,trees,20000,5,10k–100k,22637,5,0,0.8634533882141113
2,Steam,trees,20000,6,100k–300k,462,0,0,0.8634533882141113
2,Steam,trees,20000,7,≥300k,0,0,0,0.8634533882141113
2,Steam,trees,50000,0,0–1,113715,34660,24183,0.7398369312286377
2,Steam,trees,50000,1,1–10,28581,1581,477,0.7398369312286377
2,Steam,trees,50000,2,10–100,260925,3265,1224,0.7398369312286377
2,Steam,trees,50000,3,100–1k,583601,2776,1481,0.7398369312286377
2,Steam,trees,50000,4,1k–10k,291800,532,341,0.7398369312286377
2,Steam,trees,50000,5,10k–100k,22637,5,0,0.7398369312286377
2,Steam,trees,50000,6,100k–300k,462,0,0,0.7398369312286377
2,Steam,trees,50000,7,≥300k,0,0,0,0.7398369312286377
2,Steam,trees,100000,0,0–1,113715,32614,9940,0.9072009325027466
2,Steam,trees,100000,1,1–10,28581,1322,26,0.9072009325027466
2,Steam,trees,100000,2,10–100,260925,2376,131,0.9072009325027466
2,Steam,trees,100000,3,100–1k,583601,2669,758,0.9072009325027466
2,Steam,trees,100000,4,1k–10k,291800,514,98,0.9072009325027466
2,Steam,trees,100000,5,10k–100k,22637,3,0,0.9072009325027466
2,Steam,trees,100000,6,100k–300k,462,0,0,0.9072009325027466
2,Steam,trees,100000,7,≥300k,0,0,0,0.9072009325027466
3,Hotwater,tabpfn,5000,0,0–1,101723,51372,19994,0.8632552623748779
3,Hotwater,tabpfn,5000,1,1–10,48546,12418,9062,0.8632552623748779
3,Hotwater,tabpfn,5000,2,10–100,135177,3107,1228,0.8632552623748779
3,Hotwater,tabpfn,5000,3,100–1k,205426,2113,88,0.8632552623748779
3,Hotwater,tabpfn,5000,4,1k–10k,50056,127,0,0.8632552623748779
3,Hotwater,tabpfn,5000,5,10k–100k,4451,24,0,0.8632552623748779
3,Hotwater,tabpfn,5000,6,100k–300k,51,0,0,0.8632552623748779
3,Hotwater,tabpfn,5000,7,≥300k,0,0,0,0.8632552623748779
3,Hotwater,tabpfn,10000,0,0–1,101723,41903,20513,0.7924801111221313
3,Hotwater,tabpfn,10000,1,1–10,48546,8940,940,0.7924801111221313
3,Hotwater,tabpfn,10000,2,10–100,135177,2283,381,0.7924801111221313
3,Hotwater,tabpfn,10000,3,100–1k,205426,2494,268,0.7924801111221313
3,Hotwater,tabpfn,10000,4,1k–10k,50056,117,15,0.7924801111221313
3,Hotwater,tabpfn,10000,5,10k–100k,4451,35,0,0.7924801111221313
3,Hotwater,tabpfn,10000,6,100k–300k,51,0,0,0.7924801111221313
3,Hotwater,tabpfn,10000,7,≥300k,0,0,0,0.7924801111221313
3,Hotwater,tabpfn,20000,0,0–1,101723,35920,24973,0.6769630312919617
3,Hotwater,tabpfn,20000,1,1–10,48546,2663,1339,0.6769630312919617
3,Hotwater,tabpfn,20000,2,10–100,135177,1303,499,0.6769630312919617
3,Hotwater,tabpfn,20000,3,100–1k,205426,2304,703,0.6769630312919617
3,Hotwater,tabpfn,20000,4,1k–10k,50056,209,70,0.6769630312919617
3,Hotwater,tabpfn,20000,5,10k–100k,4451,98,9,0.6769630312919617
3,Hotwater,tabpfn,20000,6,100k–300k,51,4,0,0.6769630312919617
3,Hotwater,tabpfn,20000,7,≥300k,0,0,0,0.6769630312919617
3,Hotwater,tabpfn,50000,0,0–1,101723,31168,22392,0.6563372611999512
3,Hotwater,tabpfn,50000,1,1–10,48546,2236,1121,0.6563372611999512
3,Hotwater,tabpfn,50000,2,10–100,135177,1224,489,0.6563372611999512
3,Hotwater,tabpfn,50000,3,100–1k,205426,1889,855,0.6563372611999512
3,Hotwater,tabpfn,50000,4,1k–10k,50056,171,75,0.6563372611999512
3,Hotwater,tabpfn,50000,5,10k–100k,4451,146,29,0.6563372611999512
3,Hotwater,tabpfn,50000,6,100k–300k,51,6,1,0.6563372611999512
3,Hotwater,tabpfn,50000,7,≥300k,0,0,0,0.6563372611999512
3,Hotwater,tabpfn,100000,0,0–1,101723,28206,25050,0.5539127588272095
3,Hotwater,tabpfn,100000,1,1–10,48546,1261,985,0.5539127588272095
3,Hotwater,tabpfn,100000,2,10–100,135177,894,655,0.5539127588272095
