sampling_profile,building_seed,building_budget,features,model,grouping,group,group_label,buildings,rows,anomalies,anomaly_rate,roc_auc,pr_auc,precision_0_5,recall_0_5,f1_0_5,tn_0_5,fp_0_5,fn_0_5,tp_0_5,row_seed,support_id,building_draw_seed
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,2,site 2,50,675821,76276,0.11286420516675273,0.9832397966140632,0.8755966646187913,0.7178163600592256,0.927958991032566,0.8094715293740923,571720,27825,5495,70781,0,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,2,site 2,50,675821,76276,0.11286420516675273,0.9828613309243034,0.8775380239403283,0.7534211464741019,0.8863731711154229,0.8145073850083127,577418,22127,8667,67609,1,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,6,site 6,15,187447,28605,0.15260313581972504,0.9775743994001543,0.8697010593693223,0.5953005927180356,0.983114840062926,0.7415650339508207,139724,19118,483,28122,0,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,6,site 6,15,187447,28605,0.15260313581972504,0.9753850900630245,0.8515562951727582,0.5778125652264663,0.9677678727495194,0.7235966803894661,138615,20227,922,27683,1,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,7,site 7,8,139716,8439,0.06040109937301383,0.9487958198848221,0.4043823244658125,0.3381307003598025,0.9576964095271951,0.4997990167279923,115457,15820,357,8082,0,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,7,site 7,8,139716,8439,0.06040109937301383,0.9391657434183602,0.3373670317690893,0.34801174272751534,0.9271240668325631,0.506063840108664,116619,14658,615,7824,1,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,9,site 9,50,833293,31468,0.03776342774990309,0.994559050457424,0.9511524702671472,0.8107545153068216,0.9400660988941146,0.8706349790302406,794920,6905,1886,29582,0,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,9,site 9,50,833293,31468,0.03776342774990309,0.9943703786421096,0.9544010402540211,0.8195791097399736,0.9455319689843651,0.8780617364103169,795275,6550,1714,29754,1,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,10,site 10,8,87112,15212,0.17462576912480485,0.9219745208837031,0.7716250059477804,0.5534616960262188,0.799303181698659,0.6540437320136628,62090,9810,3053,12159,0,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,10,site 10,8,87112,15212,0.17462576912480485,0.9114324199437016,0.7608577086806012,0.5499836883068463,0.7757691296344991,0.6436499495486651,62244,9656,3411,11801,1,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,11,site 11,2,26160,194,0.007415902140672783,0.9606171154824984,0.6267630593279032,0.033647140864714084,0.9948453608247423,0.06509274873524452,20423,5543,1,193,0,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,11,site 11,2,26160,194,0.007415902140672783,0.9559496319929869,0.5103438026313647,0.034165338998052755,0.9948453608247423,0.06606195447544069,20510,5456,1,193,1,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,13,site 13,53,702174,37855,0.05391113883453389,0.9049257689324373,0.37702482367470974,0.2518743838034897,0.8705851274600449,0.3907100262006663,566432,97887,4899,32956,0,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,13,site 13,53,702174,37855,0.05391113883453389,0.8968892985177219,0.3063696427724395,0.2530251259354385,0.8744155329546955,0.3924802580094382,566599,97720,4754,33101,1,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,14,site 14,45,812410,66380,0.08170751221673786,0.9477496208038763,0.7824031417243094,0.7094127597873369,0.8844682133172642,0.787327343435698,721981,24049,7669,58711,0,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,14,site 14,45,812410,66380,0.08170751221673786,0.9406381763628292,0.7839616944993736,0.7016601384863514,0.8716631515516722,0.7774769387878503,721428,24602,8519,57861,1,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,15,site 15,45,482676,9311,0.019290372838094292,0.9841504914377777,0.5463799227419822,0.5170538803756797,0.8987219417892814,0.6564424396940577,465549,7816,943,8368,0,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,0,400,137,xgboost,site,15,site 15,45,482676,9311,0.019290372838094292,0.9867848886037195,0.6174101970617845,0.5319821494979546,0.9218129094619267,0.67463155826292,465814,7551,728,8583,1,building_seed0,0.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,meter,1,chilledwater,252,2115354,141139,0.06672122018347756,0.964449635321558,0.6430355344846098,0.43782973477799136,0.9084519516221597,0.5908826972174346,1809584,164631,12921,128218,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,meter,1,chilledwater,252,2115354,141139,0.06672122018347756,0.9644502817105199,0.6133537250311604,0.4560537844409296,0.90500853768271,0.6064859218460662,1821866,152349,13407,127732,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,meter,2,steam,162,1350609,48888,0.03619700446243139,0.9243526570246767,0.4994273091648484,0.4286909176990452,0.5556373752250041,0.48397815648579545,1265520,36201,21724,27164,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,meter,2,steam,162,1350609,48888,0.03619700446243139,0.9270248132609124,0.5332911018247783,0.4850280774708993,0.6059973817705776,0.5388063908919787,1270266,31455,19262,29626,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,meter,3,hotwater,73,636121,90691,0.14256878801360118,0.8804616834574623,0.4508449733184459,0.47987332031018765,0.17877187372506642,0.2604979233111338,527857,17573,74478,16213,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,meter,3,hotwater,73,636121,90691,0.14256878801360118,0.8925761781839202,0.494909829763615,0.5654892588166635,0.2243662546448931,0.3212656109383141,529795,15635,70343,20348,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,overall,0,all,296,4102084,280718,0.06843302087426781,0.935435198724216,0.5312000685462912,0.43998717948717947,0.6112718101439879,0.5116755476966475,3602961,218405,109123,171595,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,overall,0,all,296,4102084,280718,0.06843302087426781,0.9398735796579855,0.5281719287614317,0.4711874743135929,0.6330409877528338,0.5402523017710374,3621927,199439,103012,177706,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,0,site 0,13,93806,4045,0.043120909110291455,0.9971653057138454,0.9680039761169389,0.508823156023867,0.9908529048207664,0.6723704076497232,85892,3869,37,4008,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,0,site 0,13,93806,4045,0.043120909110291455,0.9963825389408978,0.9719818131628174,0.5872084494645738,0.9896168108776267,0.7370649972380777,86947,2814,42,4003,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,1,site 1,7,61469,2933,0.047715108428638825,0.9543497781835415,0.7075403424238422,0.28524970963995355,0.8373678827139448,0.4255392878801005,52382,6154,477,2456,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,1,site 1,7,61469,2933,0.047715108428638825,0.9367362485421651,0.596282644546418,0.3162240932642487,0.665871121718377,0.42880667471731254,54313,4223,980,1953,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,2,site 2,50,675821,76276,0.11286420516675273,0.9490905129010158,0.6596305659532075,0.699730240922762,0.29585977240547484,0.41587807642337854,589861,9684,53709,22567,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,2,site 2,50,675821,76276,0.11286420516675273,0.9542404084363411,0.6944950066755088,0.7469172548686113,0.3454428653836069,0.47240325226573915,590617,8928,49927,26349,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,6,site 6,15,187447,28605,0.15260313581972504,0.9505566844617539,0.8311602149976841,0.5769999025626035,0.8280720153819262,0.6801039378669768,141477,17365,4918,23687,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,6,site 6,15,187447,28605,0.15260313581972504,0.953860945471895,0.834751774082366,0.6031888903176031,0.8199615451844083,0.695065935694177,143412,15430,5150,23455,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,7,site 7,8,139716,8439,0.06040109937301383,0.9338352983152127,0.5183811650716814,0.23594144720905283,0.807915629813959,0.365223912577673,109198,22079,1621,6818,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,7,site 7,8,139716,8439,0.06040109937301383,0.9389503525877579,0.5027769317108834,0.26691006163388686,0.8056641782201682,0.4009790044821892,112603,18674,1640,6799,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,9,site 9,50,833293,31468,0.03776342774990309,0.9908835249482566,0.9034136761605898,0.7736392209852245,0.8369454684123554,0.8040481751156294,794119,7706,5131,26337,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,9,site 9,50,833293,31468,0.03776342774990309,0.9923951698769233,0.9185147487142256,0.8077871316897174,0.8537879750858014,0.8301507848226425,795432,6393,4601,26867,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,10,site 10,8,87112,15212,0.17462576912480485,0.8681974363625524,0.5830196991363231,0.434706218844488,0.6993820667893768,0.5361588469485461,58065,13835,4573,10639,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,10,site 10,8,87112,15212,0.17462576912480485,0.8766999549619894,0.5706951705083853,0.4464901253092177,0.7237707073363134,0.552281106568684,58251,13649,4202,11010,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,11,site 11,2,26160,194,0.007415902140672783,0.8817161577669769,0.029004522251925905,0.03255735492577598,0.9948453608247423,0.06305129042796472,20231,5735,1,193,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,11,site 11,2,26160,194,0.007415902140672783,0.8537418281321093,0.02263379850198767,0.03192721257237386,0.9948453608247423,0.06186888924507133,20114,5852,1,193,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,13,site 13,53,702174,37855,0.05391113883453389,0.8408727423239217,0.20339390351928438,0.2063100181156516,0.6799101835952979,0.3165630438659607,565303,99016,12117,25738,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,13,site 13,53,702174,37855,0.05391113883453389,0.8437889494040027,0.2223080808404147,0.21675043534955887,0.693778893144895,0.33030649847190957,569415,94904,11592,26263,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,14,site 14,45,812410,66380,0.08170751221673786,0.9590610884090168,0.6811317135838827,0.6591344814590263,0.6059807170834589,0.6314409726310172,725228,20802,26155,40225,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,14,site 14,45,812410,66380,0.08170751221673786,0.9649271399072362,0.710184457910069,0.6950043094875025,0.6316812292859295,0.661831555022413,727629,18401,24449,41931,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,15,site 15,45,482676,9311,0.019290372838094292,0.9846631826966031,0.7448051051158275,0.42334139517238106,0.9587584577381592,0.587341272452135,461205,12160,384,8927,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,catboost,site,15,site 15,45,482676,9311,0.019290372838094292,0.9825903566365536,0.6592286626171007,0.4662013225569434,0.9540328643539899,0.6263352723426758,463194,10171,428,8883,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,meter,1,chilledwater,252,2115354,141139,0.06672122018347756,0.9649829217082999,0.6274533356188308,0.45539420217227894,0.8885283302276479,0.6021636519910304,1824242,149973,15733,125406,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,meter,1,chilledwater,252,2115354,141139,0.06672122018347756,0.9655267064830106,0.6147579336105231,0.46319704794871513,0.8902642076251072,0.6093528738530776,1828597,145618,15488,125651,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,meter,2,steam,162,1350609,48888,0.03619700446243139,0.9335880505401658,0.465894240420663,0.4287092301199735,0.4363647520864016,0.43250311711218564,1273293,28428,27555,21333,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,meter,2,steam,162,1350609,48888,0.03619700446243139,0.9397547635828835,0.5098190386233463,0.5047769767305551,0.5284732449680903,0.5163533890937434,1276374,25347,23052,25836,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,meter,3,hotwater,73,636121,90691,0.14256878801360118,0.8549270382200113,0.3893432316537947,0.34764384605614124,0.12071760152606102,0.17920659993616134,524886,20544,79743,10948,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,meter,3,hotwater,73,636121,90691,0.14256878801360118,0.8703357639762271,0.4191411253549482,0.4014077984625359,0.14336593487777177,0.21127378495637056,526041,19389,77689,13002,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,overall,0,all,296,4102084,280718,0.06843302087426781,0.9357157286452419,0.5145525144702622,0.4421560600282644,0.5617274275251319,0.4948207421354044,3622421,198945,123031,157687,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,overall,0,all,296,4102084,280718,0.06843302087426781,0.9417821040991015,0.5217866023625836,0.46355430429795713,0.5859581501720588,0.5176182931300064,3631012,190354,116229,164489,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,0,site 0,13,93806,4045,0.043120909110291455,0.9972307480065625,0.957784914667966,0.555139927957883,0.9906056860321384,0.7115333392524195,86550,3211,38,4007,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,0,site 0,13,93806,4045,0.043120909110291455,0.9968873956163964,0.9581301999550537,0.5654753496256534,0.9896168108776267,0.7197051420352392,86685,3076,42,4003,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,1,site 1,7,61469,2933,0.047715108428638825,0.972777275931641,0.7420032526957364,0.3295095399742479,0.9597681554722127,0.49058905542000697,52808,5728,118,2815,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,1,site 1,7,61469,2933,0.047715108428638825,0.96208368671083,0.6369142002589765,0.31920466722228835,0.9140811455847255,0.47317331450758915,52818,5718,252,2681,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,2,site 2,50,675821,76276,0.11286420516675273,0.9499865155491092,0.65645524150232,0.7015472154020032,0.2359982170014159,0.35318585373031836,591887,7658,58275,18001,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,2,site 2,50,675821,76276,0.11286420516675273,0.9555067281800171,0.6907652319269179,0.7514511478111073,0.2630709528554198,0.38971052350479224,592908,6637,56210,20066,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,6,site 6,15,187447,28605,0.15260313581972504,0.9469367004145219,0.8218461922145729,0.6232896484036718,0.7548330711414089,0.682783373124417,145792,13050,7013,21592,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,6,site 6,15,187447,28605,0.15260313581972504,0.9497617265974553,0.8308614254185096,0.6425717399200872,0.8039503583289634,0.7142590924620307,146050,12792,5608,22997,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,7,site 7,8,139716,8439,0.06040109937301383,0.916049696999432,0.46266324033389167,0.2280098457974372,0.7464154520677806,0.3493137390822127,109950,21327,2140,6299,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,7,site 7,8,139716,8439,0.06040109937301383,0.9189162770759519,0.4438258083834164,0.23176972281449892,0.7728403839317455,0.3565980480603625,109659,21618,1917,6522,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,9,site 9,50,833293,31468,0.03776342774990309,0.9911005743535256,0.8890051290806666,0.7921484351352988,0.8316702682089742,0.8114283942578985,794958,6867,5297,26171,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,9,site 9,50,833293,31468,0.03776342774990309,0.9932963555939748,0.9127094572443594,0.8357921339440847,0.8407588661497394,0.8382681431490898,796627,5198,5011,26457,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,10,site 10,8,87112,15212,0.17462576912480485,0.8699299977106135,0.6244296515576472,0.4411715481171548,0.6931369971075467,0.5391695643280835,58544,13356,4668,10544,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,10,site 10,8,87112,15212,0.17462576912480485,0.8764039653563892,0.5935532195084984,0.4503381683610532,0.6959637128582697,0.5468350507476563,58978,12922,4625,10587,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,11,site 11,2,26160,194,0.007415902140672783,0.9088485855015799,0.13260356817110977,0.028866287765480107,0.9948453608247423,0.056104651162790696,19473,6493,1,193,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,11,site 11,2,26160,194,0.007415902140672783,0.9060484328832867,0.1740163280858582,0.028892215568862276,0.9948453608247423,0.05615362234506838,19479,6487,1,193,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,13,site 13,53,702174,37855,0.05391113883453389,0.8647221254301627,0.2720585679554657,0.21133468060803093,0.6353718134988773,0.3171727161836943,574561,89758,13803,24052,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,13,site 13,53,702174,37855,0.05391113883453389,0.8691685252909628,0.25797120023117154,0.21708114889994176,0.6398890503236032,0.3241836188436831,576957,87362,13632,24223,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,14,site 14,45,812410,66380,0.08170751221673786,0.9498825864047326,0.6362376921623001,0.6233863091538666,0.5288641156974992,0.572248257875219,724821,21209,31274,35106,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,14,site 14,45,812410,66380,0.08170751221673786,0.9581473658312987,0.6686430866513446,0.6650579997543127,0.5709099126242845,0.614398158280846,726944,19086,28483,37897,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,15,site 15,45,482676,9311,0.019290372838094292,0.9869788167276444,0.7277373863788825,0.4640270903881219,0.9566104607453549,0.6249210692485793,463077,10288,404,8907,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,ensemble,site,15,site 15,45,482676,9311,0.019290372838094292,0.9879241001236502,0.684718496232216,0.4837618033950112,0.9518848673611857,0.6415026056745802,463907,9458,448,8863,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,meter,1,chilledwater,252,2115354,141139,0.06672122018347756,0.9619173901962699,0.5851707014728385,0.4536620898131624,0.8825484097237475,0.5992749735993207,1824207,150008,16577,124562,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,meter,1,chilledwater,252,2115354,141139,0.06672122018347756,0.9637134639416911,0.6003086640085963,0.4523431323483546,0.8837387256534338,0.5983961850024347,1823203,151012,16409,124730,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,meter,2,steam,162,1350609,48888,0.03619700446243139,0.9207907550174299,0.4285423457365641,0.36904597780381887,0.43804205531009655,0.40059485951588164,1265108,36613,27473,21415,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,meter,2,steam,162,1350609,48888,0.03619700446243139,0.9314700047231671,0.4731030256515356,0.40220591989923576,0.48334969726722304,0.4390601919378664,1266600,35121,25258,23630,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,meter,3,hotwater,73,636121,90691,0.14256878801360118,0.8246768742865143,0.351755188097496,0.3209226526263006,0.14113859148096283,0.19605440509741454,518345,27085,77891,12800,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,meter,3,hotwater,73,636121,90691,0.14256878801360118,0.8692100747324056,0.42691344130841175,0.46235283970848245,0.2364402200879911,0.3128789149990151,520495,24935,69248,21443,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,overall,0,all,296,4102084,280718,0.06843302087426781,0.9287899895777819,0.4843647579944049,0.4262664336358975,0.5656103278022785,0.48615051109842145,3607660,213706,121941,158777,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,overall,0,all,296,4102084,280718,0.06843302087426781,0.939387040957909,0.5121865199819352,0.4458281150310735,0.6048881795966059,0.5133186918162183,3610298,211068,110915,169803,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,0,site 0,13,93806,4045,0.043120909110291455,0.9951000672035967,0.8659584109940489,0.5221135029354207,0.9893695920889988,0.6835183603757472,86098,3663,43,4002,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,0,site 0,13,93806,4045,0.043120909110291455,0.9968928103526231,0.9534413730307045,0.49788557213930346,0.9896168108776267,0.6624741414977244,85724,4037,42,4003,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,1,site 1,7,61469,2933,0.047715108428638825,0.9756873865050731,0.7459775732676059,0.3068367680732745,0.9594272076372315,0.46497025776602774,52179,6357,119,2814,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,1,site 1,7,61469,2933,0.047715108428638825,0.9644490443512233,0.6300865039567031,0.3262536873156342,0.9427207637231504,0.4847475455820477,52826,5710,168,2765,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,2,site 2,50,675821,76276,0.11286420516675273,0.9367343500779052,0.6259470293361523,0.7045747304111001,0.25098327127799047,0.37012189817007746,591518,8027,57132,19144,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,2,site 2,50,675821,76276,0.11286420516675273,0.9542786465032362,0.7043975096860995,0.7683273822807409,0.36109654412921494,0.4912953515750419,591240,8305,48733,27543,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,6,site 6,15,187447,28605,0.15260313581972504,0.9339082162781517,0.8084410752441785,0.6253737842938017,0.7530501660548855,0.6832989690721649,145938,12904,7064,21541,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,6,site 6,15,187447,28605,0.15260313581972504,0.9397836704184817,0.8168306987541737,0.6234895413761493,0.7846530326865933,0.6948486161847564,145288,13554,6160,22445,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,7,site 7,8,139716,8439,0.06040109937301383,0.9048782866557203,0.38078392995076166,0.19875042740356222,0.7576727100367342,0.31489780842157106,105500,25777,2045,6394,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,7,site 7,8,139716,8439,0.06040109937301383,0.9088963591830412,0.3954647075247893,0.19847964845879976,0.7332622348619504,0.31239903069466884,106288,24989,2251,6188,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,9,site 9,50,833293,31468,0.03776342774990309,0.9871930236916514,0.8649293199374571,0.7360630635739807,0.8249014872251176,0.7779542661911469,792517,9308,5510,25958,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,9,site 9,50,833293,31468,0.03776342774990309,0.9916246043771754,0.8940937374298629,0.7616526642881805,0.8412355408669124,0.7994684706450833,793541,8284,4996,26472,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,10,site 10,8,87112,15212,0.17462576912480485,0.8738432220993823,0.6519848960670809,0.4244686734613258,0.7063502498027873,0.5302768593002023,57331,14569,4467,10745,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,10,site 10,8,87112,15212,0.17462576912480485,0.8773009769755742,0.6075677847645059,0.43843843843843844,0.7198264528004207,0.5449523477741558,57875,14025,4262,10950,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,11,site 11,2,26160,194,0.007415902140672783,0.9034058018773161,0.20892866991017459,0.02528494694091445,0.9948453608247423,0.0493164686342149,18526,7440,1,193,0,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,11,site 11,2,26160,194,0.007415902140672783,0.9143912221453748,0.23494158196602163,0.025795241913926757,0.9948453608247423,0.05028660760812923,18677,7289,1,193,1,building_seed1,1.0
reused_v4_nested_buildings_new_fixed_50k_global_50_50,1,50,137,hist_gradient_boosting,site,13,site 13,53,702174,37855,0.05391113883453389,0.8627251564707664,0.28936866288797874,0.20743576773473338,0.6283185840707964,0.31189965708740663,573442,90877,14070,23785,0,building_seed1,1.0
